INFO 2025-06-10 17:22:11,403 autoreload Watching for file changes with StatReloader
INFO 2025-06-10 19:50:12,912 basehttp "GET /new_charges/?name=teste&phone=%2821%29+21211-2121&email=gui%40mgaa.com&total_amount=R%24+500.00&description=sem&due_date=1985-08-15&installment_count=1&whatsapp_authorized=on HTTP/1.1" 200 10293
WARNING 2025-06-10 19:50:12,943 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-10 19:50:12,946 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-10 19:50:13,065 basehttp "GET /new_charges/?name=teste&phone=%2821%29+21211-2121&email=gui%40mgaa.com&total_amount=R%24+500.00&description=sem&due_date=1985-08-15&installment_count=1&whatsapp_authorized=on HTTP/1.1" 200 10293
WARNING 2025-06-10 19:50:13,111 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-10 19:50:13,115 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-10 19:50:13,185 basehttp "GET /new_charges/?name=teste&phone=%2821%29+21211-2121&email=gui%40mgaa.com&total_amount=R%24+500.00&description=sem&due_date=1985-08-15&installment_count=1&whatsapp_authorized=on HTTP/1.1" 200 10293
WARNING 2025-06-10 19:50:13,233 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-10 19:50:13,237 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-10 19:50:13,333 basehttp "GET /new_charges/?name=teste&phone=%2821%29+21211-2121&email=gui%40mgaa.com&total_amount=R%24+500.00&description=sem&due_date=1985-08-15&installment_count=1&whatsapp_authorized=on HTTP/1.1" 200 10293
WARNING 2025-06-10 19:50:13,412 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-10 19:50:13,416 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-10 19:50:13,516 basehttp "GET /new_charges/?name=teste&phone=%2821%29+21211-2121&email=gui%40mgaa.com&total_amount=R%24+500.00&description=sem&due_date=1985-08-15&installment_count=1&whatsapp_authorized=on HTTP/1.1" 200 10293
WARNING 2025-06-10 19:50:13,570 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-10 19:50:13,575 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-10 19:52:34,770 basehttp "GET /new_charges/?name=teste&phone=%2821%29+21211-2121&email=gui%40mgaa.com&total_amount=R%24+500.00&description=sem&due_date=1985-08-15&installment_count=1&whatsapp_authorized=on HTTP/1.1" 200 10294
WARNING 2025-06-10 19:52:34,845 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-10 19:52:34,851 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
WARNING 2025-06-10 19:52:55,979 log Bad Request: /api/charges/
WARNING 2025-06-10 19:52:55,982 basehttp "POST /api/charges/ HTTP/1.1" 400 44
INFO 2025-06-10 19:53:03,908 basehttp "POST /api/charges/ HTTP/1.1" 201 385
INFO 2025-06-10 19:53:09,516 basehttp "GET /charges/ HTTP/1.1" 200 7298
WARNING 2025-06-10 19:53:09,567 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-10 19:53:09,572 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-10 19:53:09,679 basehttp "GET /api/charges/ HTTP/1.1" 200 2350
INFO 2025-06-10 20:23:05,196 basehttp "GET /new_charges/ HTTP/1.1" 200 10294
INFO 2025-06-10 20:23:05,272 basehttp "GET /static/js/phone-mask.js HTTP/1.1" 304 0
INFO 2025-06-10 20:23:05,278 basehttp "GET /static/js/value-mask.js HTTP/1.1" 304 0
WARNING 2025-06-10 20:23:05,299 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-10 20:23:05,303 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
WARNING 2025-06-10 20:23:18,999 log Bad Request: /api/charges/
WARNING 2025-06-10 20:23:19,002 basehttp "POST /api/charges/ HTTP/1.1" 400 138
INFO 2025-06-10 20:23:28,473 basehttp "POST /api/charges/ HTTP/1.1" 201 376
INFO 2025-06-10 20:23:28,508 basehttp "GET /charges/ HTTP/1.1" 200 7298
WARNING 2025-06-10 20:23:28,603 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-10 20:23:28,607 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-10 20:23:28,739 basehttp "GET /api/charges/ HTTP/1.1" 200 2727
INFO 2025-06-11 13:49:10,795 autoreload Watching for file changes with StatReloader
INFO 2025-06-11 15:29:58,408 basehttp "GET /charges/ HTTP/1.1" 200 7298
INFO 2025-06-11 15:29:58,735 basehttp "GET /charges/ HTTP/1.1" 200 7298
INFO 2025-06-11 15:29:58,747 basehttp "GET /api/charges/ HTTP/1.1" 200 2727
WARNING 2025-06-11 15:29:59,476 log Not Found: /favicon.ico
WARNING 2025-06-11 15:29:59,482 basehttp "GET /favicon.ico HTTP/1.1" 404 5119
INFO 2025-06-11 15:30:04,047 basehttp "GET /profile/ HTTP/1.1" 200 7340
INFO 2025-06-11 15:30:04,590 basehttp "GET /auth/users/me/ HTTP/1.1" 200 581
INFO 2025-06-11 15:38:39,092 autoreload /app/core/views.py changed, reloading.
INFO 2025-06-11 15:38:48,551 autoreload Watching for file changes with StatReloader
WARNING 2025-06-11 15:40:18,303 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:40:18,320 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:28,419 basehttp "GET /profile/ HTTP/1.1" 200 7778
WARNING 2025-06-11 15:41:28,457 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:28,460 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:28,661 basehttp "GET /auth/users/me/ HTTP/1.1" 200 581
INFO 2025-06-11 15:41:32,209 basehttp "POST /auth/token/logout/ HTTP/1.1" 204 0
INFO 2025-06-11 15:41:32,310 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:32,361 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:32,366 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:32,502 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:32,543 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:32,547 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:32,644 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:32,737 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:32,741 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:32,832 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:32,921 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:32,927 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:33,028 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:33,121 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:33,127 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:33,220 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:33,321 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:33,327 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:33,420 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:33,508 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:33,511 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:33,603 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:33,687 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:33,691 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:33,785 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:33,878 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:33,883 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:33,995 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:34,100 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:34,106 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:34,237 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:34,368 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:34,372 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:34,517 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:34,663 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:34,668 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:34,831 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:34,982 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:34,986 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:35,152 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:35,303 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:35,308 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:35,479 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:35,626 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:35,631 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:35,780 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:35,923 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:35,928 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:36,067 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:36,106 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:36,110 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:36,265 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:36,406 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:36,412 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:36,557 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:36,705 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:36,711 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:36,851 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:36,992 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:36,997 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:37,150 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:37,287 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:37,292 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:37,451 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:37,598 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:37,602 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:37,752 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:37,904 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:37,914 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:38,063 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:38,220 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:38,225 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:38,380 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:38,529 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:38,534 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:38,683 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:38,829 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:38,834 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:38,977 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:39,116 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:39,120 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:39,275 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:39,421 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:39,427 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:39,583 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:39,731 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:39,737 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:39,929 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:40,071 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:40,076 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:40,253 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:40,411 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:40,417 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:40,570 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:40,729 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:40,736 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:40,881 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:41,029 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:41,033 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:41,197 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:41,339 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:41,344 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:41,508 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:41,651 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:41,656 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:41,809 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:41,953 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:41,958 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:42,105 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:42,288 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:42,294 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:42,572 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:42,828 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:42,837 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:43,175 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:43,249 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:43,257 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:43,559 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:43,630 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:43,637 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:43,919 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:43,988 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:43,995 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:44,306 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:44,361 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:44,367 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:44,546 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:44,704 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:44,710 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:44,873 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:45,025 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:45,031 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:45,200 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:45,341 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:45,347 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:45,497 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:45,655 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:45,661 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:45,804 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:45,958 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:45,964 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:46,113 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:46,259 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:46,264 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:46,411 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:46,547 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:46,554 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:46,691 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:46,841 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:46,849 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:46,996 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:47,152 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:47,159 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:47,340 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:47,485 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:47,491 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:47,656 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:47,803 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:47,807 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:47,951 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:48,089 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:48,096 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:48,246 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:48,382 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:48,386 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:48,546 basehttp "GET /login/ HTTP/1.1" 200 6557
WARNING 2025-06-11 15:41:48,689 log Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-06-11 15:41:48,693 basehttp "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 5230
INFO 2025-06-11 15:41:48,836 basehttp "GET /login/ HTTP/1.1" 200 6557
